brand,model,top_speed_kmh,battery_capacity_kWh,number_of_cells,torque_nm,efficiency_wh_per_km,acceleration_0_100_s,fast_charging_power_kw_dc,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,car_body_type,expected_range_km
Mercedes-Benz,EQE SUV 350 4MATIC,210,90.6,0,765,189,6.6,141,1800,520,5,AWD,JE - Executive,SUV,479
Mercedes-Benz,EQE SUV 350+,210,96,0,565,164,6.9,141,750,520,5,RWD,JE - Executive,SUV,585
Mercedes-Benz,EQE SUV 500 4MATIC,210,96,0,858,187,4.9,141,1800,520,5,AWD,JE - Executive,SUV,513
Mercedes-Benz,EQE SUV AMG 43 4MATIC,210,90.6,360,858,214,4.3,141,1800,520,5,AWD,JE - Executive,SUV,423
Mercedes-Benz,EQE SUV AMG 53 4MATIC+,240,90.6,360,1000,242,3.5,141,1800,520,5,AWD,JE - Executive,SUV,374
Mercedes-Benz,EQS 350,210,96,360,565,165,6.7,130,750,620,5,RWD,F - Luxury,Sedan,582
Mercedes-Benz,EQS 450 4MATIC,210,118,0,800,180,5.7,160,1700,620,5,AWD,F - Luxury,Sedan,656
Mercedes-Benz,EQS 450+,210,118,0,568,173,6.2,160,750,620,5,RWD,F - Luxury,Sedan,682
Mercedes-Benz,EQS 500 4MATIC,210,118,0,828,180,4.9,160,1700,620,5,AWD,F - Luxury,Sedan,656
Mercedes-Benz,EQS 580 4MATIC,210,118,0,858,180,4.4,160,1700,620,5,AWD,F - Luxury,Sedan,656
Mercedes-Benz,EQS AMG 53 4MATIC+,250,118,0,1020,222,3.4,160,1700,620,5,AWD,F - Luxury,Sedan,532
Mercedes-Benz,EQS SUV 450 4MATIC,210,118,0,800,199,6.1,160,1800,645,7,AWD,JF - Luxury,SUV,593
Mercedes-Benz,EQS SUV 450+,210,118,0,568,195,6.8,160,750,645,7,RWD,JF - Luxury,SUV,605
Mercedes-Benz,EQS SUV 500 4MATIC,210,118,0,828,199,5.3,160,1800,645,7,AWD,JF - Luxury,SUV,593
Mercedes-Benz,EQS SUV 580 4MATIC,210,118,0,858,199,4.7,160,1800,650,7,AWD,JF - Luxury,SUV,593
Mercedes-Benz,EQS SUV Maybach 680,210,118,0,950,211,4.4,160,1800,440,4,AWD,JF - Luxury,SUV,559
Mercedes-Benz,EQT 200 Long,132,45,0,245,177,13.3,50,1500,828,7,FWD,N - Passenger Van,Small Passenger Van,254
Mercedes-Benz,EQT 200 Standard,132,45,0,245,167,12.6,50,1500,551,5,FWD,N - Passenger Van,Small Passenger Van,269
Mercedes-Benz,EQV 250 Extra-Long,160,60,192,365,282,12,60,0,1410,7,FWD,N - Passenger Van,Small Passenger Van,213
Mercedes-Benz,EQV 250 Long,160,60,192,365,282,12,60,0,1030,7,FWD,N - Passenger Van,Small Passenger Van,213
Mercedes-Benz,EQV 300 Extra-Long,140,90,288,365,249,12.2,96,0,1410,7,FWD,N - Passenger Van,Small Passenger Van,361
Mercedes-Benz,EQV 300 Long,160,90,288,365,276,12.1,96,0,1030,7,FWD,N - Passenger Van,Small Passenger Van,326
Mercedes-Benz,G 580,180,116,216,1164,267,4.7,150,0,555,5,AWD,JF - Luxury,SUV,434
Mercedes-Benz,eVito Tourer Extra-Long 60 kWh,160,60,192,360,254,12,60,0,1390,8,FWD,N - Passenger Van,Small Passenger Van,236
Mercedes-Benz,eVito Tourer Long 60 kWh,160,60,192,360,259,12,60,0,990,8,FWD,N - Passenger Van,Small Passenger Van,232
Mercedes-Benz,eVito Tourer Long 90 kWh,160,90,288,360,260,12.1,96,0,990,8,FWD,N - Passenger Van,Small Passenger Van,346
Mini,Aceman E,160,38.5,0,290,129,7.9,60,750,300,5,FWD,JB - Compact,SUV,298
Mini,Aceman JCW,200,49.2,0,350,143,6.4,75,750,300,5,FWD,JB - Compact,SUV,344
Mini,Aceman SE,170,49.2,0,330,129,7.1,75,750,300,5,FWD,JB - Compact,SUV,381
Mini,Cooper E,160,36.6,0,290,125,7.3,60,0,200,4,FWD,B - Compact,Hatchback,293
Mini,Cooper JCW,200,49.2,0,350,135,5.9,75,0,200,4,FWD,B - Compact,Hatchback,364
Mini,Cooper SE,170,49.2,0,330,127,6.7,75,0,200,4,FWD,B - Compact,Hatchback,387
Mini,Countryman E,170,64.6,0,250,140,8.6,94,750,460,5,FWD,JC - Medium,SUV,461
Mini,Countryman SE ALL4,180,64.6,0,494,149,5.6,94,1200,460,5,AWD,JC - Medium,SUV,434
NIO,EL6 Long Range,200,90,96,700,170,4.5,135,1200,579,5,AWD,JE - Executive,SUV,529
NIO,EL6 Standard Range,200,73.5,118,700,181,4.5,110,1200,579,5,AWD,JE - Executive,SUV,406
NIO,EL7 Long Range,200,90,96,850,185,3.9,100,2000,570,5,AWD,JF - Luxury,SUV,486
NIO,EL7 Standard Range,200,73.5,118,850,198,3.9,110,2000,570,5,AWD,JF - Luxury,SUV,371
NIO,EL8 Long Range,200,90,96,850,185,4.1,190,2000,265,6,AWD,JF - Luxury,SUV,486
NIO,EL8 Standard Range,200,73.5,118,850,196,4.1,110,2000,265,6,AWD,JF - Luxury,SUV,375
NIO,ET5 Long Range,200,90,96,700,167,4,100,1400,386,5,AWD,E - Executive,Sedan,539
NIO,ET5 Standard Range,200,73.5,118,700,175,4,110,1400,386,5,AWD,E - Executive,Sedan,420
NIO,ET5 Touring Long Range,200,90,96,700,178,4,135,1400,450,5,AWD,E - Executive,Station/Estate,506
NIO,ET5 Touring Standard Range,200,73.5,118,700,169,4,110,1400,450,5,AWD,E - Executive,Station/Estate,435
NIO,ET7 Long Range,200,90,96,850,178,3.8,100,2000,363,5,AWD,F - Luxury,Sedan,506
NIO,ET7 Standard Range,200,73.5,118,850,191,3.8,110,2000,363,5,AWD,F - Luxury,Sedan,385
Nissan,Ariya 63kWh,160,63,0,300,175,7.5,90,750,468,5,FWD,JC - Medium,SUV,360
Nissan,Ariya 87kWh,160,87,0,300,169,7.6,110,750,468,5,FWD,JC - Medium,SUV,515
Nissan,Ariya e-4ORCE 87kWh - 225 kW,200,87,0,600,190,5.7,110,1500,415,5,AWD,JC - Medium,SUV,458
Nissan,Ariya e-4ORCE 87kWh - 320 kW Nismo,200,87,0,600,209,5,110,0,415,5,AWD,JC - Medium,SUV,416
Nissan,Townstar EV Passenger,132,45,0,245,158,12.6,50,1500,819,5,FWD,N - Passenger Van,Small Passenger Van,285
Nissan,Townstar EV Passenger L2,130,45,0,245,173,13.3,50,1500,819,7,FWD,N - Passenger Van,Small Passenger Van,260
Omoda,E5,172,61,0,340,152,7.6,60,0,380,5,FWD,JC - Medium,SUV,401
Opel,Astra Electric,170,50.8,102,270,128,9.2,85,0,352,5,FWD,C - Medium,Hatchback,397
Opel,Astra Sports Tourer Electric,170,50.8,102,270,123,9.3,85,0,516,5,FWD,C - Medium,Station/Estate,413
Opel,Combo-e Life 50 kWh,135,50,0,260,149,11.3,80,750,775,5,FWD,N - Passenger Van,Small Passenger Van,336
Opel,Combo-e Life XL 50 kWh,135,50,0,260,149,11.3,80,750,1050,7,FWD,N - Passenger Van,Small Passenger Van,336
Opel,Corsa Electric 50 kWh,150,46.3,216,260,131,8.7,78,0,267,5,FWD,B - Compact,Hatchback,353
Opel,Corsa Electric 51 kWh,150,48.1,96,260,120,8.1,80,0,267,5,FWD,B - Compact,Hatchback,401
Opel,Frontera 44 kWh,140,44,0,120,144,12.1,60,350,460,5,FWD,JB - Compact,SUV,306
Opel,Grandland 73 kWh,170,73,96,260,145,9,90,1200,550,5,FWD,JC - Medium,SUV,503
Opel,Grandland 82 kWh,170,82.2,0,260,146,9,100,1200,550,5,FWD,JC - Medium,SUV,563
Opel,Mokka Electric,150,50.8,102,260,126,9,85,0,310,5,FWD,JB - Compact,SUV,403
Opel,Zafira-e Life L2 50 kWh,130,46.3,216,270,217,13.3,78,1000,603,9,FWD,N - Passenger Van,Small Passenger Van,213
Opel,Zafira-e Life L2 75 kWh,130,68,324,270,202,14.2,79,1000,603,9,FWD,N - Passenger Van,Small Passenger Van,337
Opel,Zafira-e Life L3 50 kWh,130,46.3,216,270,219,13.3,78,1000,989,9,FWD,N - Passenger Van,Small Passenger Van,211
Opel,Zafira-e Life L3 75 kWh,130,68,324,260,204,14.2,79,1000,989,9,FWD,N - Passenger Van,Small Passenger Van,333
Peugeot,e-2008 50 kWh,150,46.3,216,260,136,9.9,78,0,434,5,FWD,JB - Compact,SUV,340
Peugeot,e-2008 54 kWh,150,50.8,102,260,125,9.1,85,0,434,5,FWD,JB - Compact,SUV,406
Peugeot,e-208 50 kWh,150,46.3,216,260,132,9,78,0,265,5,FWD,B - Compact,Hatchback,351
Peugeot,e-208 51 kWh,150,48.1,96,260,120,8.2,80,0,265,5,FWD,B - Compact,Hatchback,401
Peugeot,e-3008 73 kWh,170,73,96,345,143,8.8,90,1250,588,5,FWD,JC - Medium,SUV,510
Peugeot,e-3008 73 kWh Dual Motor,170,73,96,511,195,6.4,90,0,588,5,AWD,JC - Medium,SUV,374
Peugeot,e-3008 97 kWh Long Range,170,96.9,0,345,145,8.7,135,1200,588,5,FWD,JC - Medium,SUV,668
Peugeot,e-308,170,50.8,102,260,124,9.8,80,0,412,5,FWD,C - Medium,Hatchback,410
Peugeot,e-308 SW,150,50.8,102,260,127,10,80,0,608,5,FWD,C - Medium,Station/Estate,400
Peugeot,e-408 58 kWh,160,58.3,0,345,129,7.2,70,0,471,5,FWD,JD - Large,SUV,452
Peugeot,e-5008 73 kWh,170,73,96,345,150,9.7,90,1000,348,7,FWD,JD - Large,SUV,487
Peugeot,e-5008 73 kWh Dual Motor,170,73,96,511,203,7,90,0,348,7,AWD,JD - Large,SUV,360
Peugeot,e-5008 97 kWh Long Range,170,96.9,0,345,152,9.6,135,1000,348,7,FWD,JD - Large,SUV,638
Peugeot,e-Rifter M 50 kWh,132,50,0,270,152,11.7,80,750,775,5,FWD,N - Passenger Van,Small Passenger Van,329
Peugeot,e-Rifter XL 50 kWh,132,50,0,270,153,11.7,80,750,1050,7,FWD,N - Passenger Van,Small Passenger Van,327
Peugeot,e-Traveller L2 50 kWh,130,46.3,216,270,217,13.3,78,1000,603,9,FWD,N - Passenger Van,Small Passenger Van,213
Peugeot,e-Traveller L2 75 kWh,130,68,324,270,202,14.2,79,1000,603,9,FWD,N - Passenger Van,Small Passenger Van,337
Peugeot,e-Traveller L3 50 kWh,130,46.3,216,270,219,13.3,78,1000,989,9,FWD,N - Passenger Van,Small Passenger Van,211
Peugeot,e-Traveller L3 75 kWh,130,68,324,270,204,14.2,79,1000,989,9,FWD,N - Passenger Van,Small Passenger Van,333
Polestar,2 Long Range Dual Motor (MY26),205,79,324,740,142,4.5,125,1500,407,5,AWD,D - Large,Liftback Sedan,556
Polestar,2 Long Range Performance (MY26),205,79,324,740,142,4.2,125,1500,407,5,AWD,D - Large,Liftback Sedan,556
Polestar,2 Long Range Single Motor (MY26),205,79,324,490,130,6.2,125,1500,407,5,RWD,D - Large,Liftback Sedan,608
Polestar,2 Standard Range Single Motor (MY26),205,67,0,490,129,6.4,110,1500,407,5,RWD,D - Large,Liftback Sedan,519
Polestar,3 Long Range Dual motor,210,107,204,840,183,5,150,2200,484,5,AWD,JE - Executive,SUV,585
Polestar,3 Long Range Performance,210,107,204,910,194,4.7,150,2200,484,5,AWD,JE - Executive,SUV,552
Polestar,3 Long Range Single motor,180,107,204,490,166,7.8,150,1500,484,5,RWD,JE - Executive,SUV,645
Polestar,4 Long Range Dual Motor,200,94,110,686,165,3.8,135,2000,526,5,AWD,E - Executive,Liftback Sedan,570
Polestar,4 Long Range Single Motor,180,94,110,343,157,7.4,135,1500,526,5,RWD,E - Executive,Liftback Sedan,599
Porsche,Macan 4 Electric,220,95,180,650,184,5.2,200,2000,540,5,AWD,JD - Large,SUV,516
Porsche,Macan 4S Electric,240,95,180,820,186,4.1,200,2000,540,5,AWD,JD - Large,SUV,511
Porsche,Macan Electric,220,95,180,563,177,5.7,200,2000,540,5,RWD,JD - Large,SUV,537
Porsche,Macan Turbo Electric,260,95,180,1001,183,3.3,200,2000,480,5,AWD,JD - Large,SUV,519
Porsche,Taycan,230,82.3,0,410,164,4.8,195,0,407,5,RWD,F - Luxury,Sedan,502
Porsche,Taycan 4,230,82.3,0,585,172,4.6,195,0,407,5,AWD,F - Luxury,Sedan,478
Porsche,Taycan 4 Cross Turismo,220,97,396,610,188,4.7,281,0,446,5,AWD,F - Luxury,Station/Estate,516
Porsche,Taycan 4 Plus,230,97,396,610,175,4.6,281,0,407,5,AWD,F - Luxury,Sedan,554
Porsche,Taycan 4S,250,82.3,0,695,174,3.7,195,0,407,5,AWD,F - Luxury,Sedan,473
Porsche,Taycan 4S Cross Turismo,240,97,396,710,188,3.8,281,0,446,5,AWD,F - Luxury,Station/Estate,516
Porsche,Taycan 4S Plus,250,97,396,710,177,3.7,281,0,407,5,AWD,F - Luxury,Sedan,548
Porsche,Taycan 4S Plus Sport Turismo,250,97,396,710,186,3.7,281,0,446,5,AWD,F - Luxury,Station/Estate,522
Porsche,Taycan 4S Sport Turismo,250,82.3,0,695,183,3.7,195,0,446,5,AWD,F - Luxury,Station/Estate,450
Porsche,Taycan GTS,250,97,396,790,176,3.3,281,0,366,5,AWD,F - Luxury,Sedan,551
Porsche,Taycan GTS Sport Turismo,250,97,396,790,185,3.3,281,0,405,5,AWD,F - Luxury,Station/Estate,524
Porsche,Taycan Plus,230,97,396,420,168,4.8,281,0,407,5,RWD,F - Luxury,Sedan,577
Porsche,Taycan Plus Sport Turismo,230,97,396,420,176,4.8,281,0,446,5,RWD,F - Luxury,Station/Estate,551
Porsche,Taycan Sport Turismo,230,82.3,0,410,173,4.8,195,0,446,5,RWD,F - Luxury,Station/Estate,476
Porsche,Taycan Turbo,260,97,396,940,174,2.7,281,0,366,5,AWD,F - Luxury,Sedan,557
Porsche,Taycan Turbo Cross Turismo,250,97,396,940,188,2.8,281,0,405,5,AWD,F - Luxury,Station/Estate,516
Porsche,Taycan Turbo GT,290,97,396,1340,184,2.3,281,0,326,5,AWD,F - Luxury,Sedan,527
Porsche,Taycan Turbo GT Weissach,305,97,396,1340,180,2.2,281,0,367,2,AWD,F - Luxury,Sedan,539
Porsche,Taycan Turbo S,260,97,396,1110,174,2.4,281,0,366,5,AWD,F - Luxury,Sedan,557
Porsche,Taycan Turbo S Cross Turismo,250,97,396,1110,188,2.5,281,0,405,5,AWD,F - Luxury,Station/Estate,516
Porsche,Taycan Turbo S Sport Turismo,260,97,396,1110,183,2.4,281,0,405,5,AWD,F - Luxury,Station/Estate,530
Porsche,Taycan Turbo Sport Turismo,260,97,396,940,184,2.7,281,0,405,5,AWD,F - Luxury,Station/Estate,527
Renault,4 E-Tech 40kWh 120hp,150,40,93,225,124,9.2,55,750,420,5,FWD,JB - Compact,SUV,323
Renault,4 E-Tech 52kWh 150hp,150,52,184,245,127,8.2,70,750,420,5,FWD,JB - Compact,SUV,409
Renault,5 E-Tech 40kWh 120hp,150,40,93,225,132,9,55,500,326,5,FWD,B - Compact,Hatchback,303
Renault,5 E-Tech 40kWh 95hp,130,40,93,215,129,12,0,500,326,5,FWD,B - Compact,Hatchback,310
Renault,5 E-Tech 52kWh 150hp,150,52,184,245,129,8,70,500,326,5,FWD,B - Compact,Hatchback,403
Renault,Kangoo E-Tech Electric,135,45,0,245,158,12.6,50,1500,950,5,FWD,N - Passenger Van,Small Passenger Van,285
Renault,Kangoo Grand E-Tech Electric,130,45,0,245,170,13.3,50,1500,500,7,FWD,N - Passenger Van,Small Passenger Van,265
Renault,Megane E-Tech EV60 130hp (TU2025),150,60,288,250,125,10.5,88,500,440,5,FWD,C - Medium,Hatchback,480
Renault,Megane E-Tech EV60 220hp (TU2025),160,60,288,300,133,7.4,88,900,440,5,FWD,C - Medium,Hatchback,451
Renault,Scenic E-Tech EV60 170hp,150,60,192,280,144,8.6,75,1100,545,5,FWD,JC - Medium,SUV,417
Renault,Scenic E-Tech EV87 220hp,170,87,288,300,143,7.9,95,1100,545,5,FWD,JC - Medium,SUV,608
Rolls-Royce,Spectre,250,102,0,900,192,4.5,126,0,380,4,AWD,I - Luxury,Coupe,531
Skoda,Elroq 50,160,52,192,310,149,9,90,1000,470,5,RWD,JC - Medium,SUV,349
Skoda,Elroq 60,160,59,216,310,149,8.5,110,1000,470,5,RWD,JC - Medium,SUV,396
Skoda,Elroq 85,180,77,288,545,145,6.6,120,1000,470,5,RWD,JC - Medium,SUV,531
Skoda,Elroq RS,180,79,288,679,151,5.4,135,1200,470,5,AWD,JC - Medium,SUV,523
Skoda,Enyaq 60,160,59,216,310,145,8.1,110,1000,585,5,RWD,JC - Medium,SUV,407
Skoda,Enyaq 85,180,77,288,545,141,6.7,120,1000,585,5,RWD,JC - Medium,SUV,546
Skoda,Enyaq 85x,180,77,288,679,150,6.7,120,1200,585,5,AWD,JC - Medium,SUV,513
Skoda,Enyaq Coupe 60,160,59,216,310,141,8.1,110,1000,570,5,RWD,JC - Medium,SUV,418
Skoda,Enyaq Coupe 85,180,77,288,545,138,6.7,120,1000,570,5,RWD,JC - Medium,SUV,558
Skoda,Enyaq Coupe 85x,180,77,288,679,146,6.7,120,1200,570,5,AWD,JC - Medium,SUV,527
Skoda,Enyaq Coupe RS,180,79,288,679,143,5.4,135,1200,570,5,AWD,JC - Medium,SUV,552
Skoda,Enyaq RS,180,79,288,679,147,5.4,135,1200,585,5,AWD,JC - Medium,SUV,537
Skywell,BE11 Long Range,150,81,0,320,166,9.6,50,0,467,5,FWD,JD - Large,SUV,488
Skywell,BE11 Standard Range,150,68,0,320,149,9.6,50,0,467,5,FWD,JD - Large,SUV,456
Smart,#1 Brabus,180,62,0,584,155,3.9,100,1600,313,5,AWD,JB - Compact,SUV,400
Smart,#1 Premium,180,62,0,343,141,6.7,100,1600,323,5,RWD,JB - Compact,SUV,440
Smart,#1 Pro,180,47,0,343,152,6.7,65,0,323,5,RWD,JB - Compact,SUV,309
Smart,#1 Pro+,180,62,0,343,148,6.7,100,1600,323,5,RWD,JB - Compact,SUV,419
Smart,#1 Pulse,180,62,0,584,155,4.5,100,1600,313,5,AWD,JB - Compact,SUV,400
Smart,#1 Pure,180,47,0,343,152,6.7,65,0,323,5,RWD,JB - Compact,SUV,309
Smart,#1 Pure+,180,62,0,343,148,6.7,100,1600,323,5,RWD,JB - Compact,SUV,419
Smart,#3 Brabus,180,62,0,543,149,3.7,100,1600,370,5,AWD,JB - Compact,SUV,416
Smart,#3 Premium,180,62,0,343,136,5.8,110,1600,370,5,RWD,JB - Compact,SUV,456
Smart,#3 Pro,180,47,0,343,145,5.9,65,0,370,5,RWD,JB - Compact,SUV,324
Smart,#3 Pro+,180,62,0,343,143,5.8,110,1600,370,5,RWD,JB - Compact,SUV,434
Smart,#5 Brabus,210,94,0,710,174,3.8,230,1600,630,5,AWD,JD - Large,SUV,540
Smart,#5 Premium,200,94,0,373,159,6.5,230,1600,630,5,RWD,JD - Large,SUV,591
Smart,#5 Pro,200,74.4,0,373,160,6.9,110,1600,630,5,RWD,JD - Large,SUV,465
Smart,#5 Pro+,200,94,0,373,159,6.5,230,1600,630,5,RWD,JD - Large,SUV,591
Smart,#5 Pulse,200,94,0,643,174,4.9,230,1600,630,5,AWD,JD - Large,SUV,540
Smart,#5 Summit Edition,200,94,0,643,174,4.9,230,1600,630,5,AWD,JD - Large,SUV,540
Subaru,Solterra AWD,160,64,96,336,154,6.9,100,750,441,5,AWD,JC - Medium,SUV,416
Tesla,Model 3 Long Range AWD (Highland),201,75,4416,493,119,4.4,124,1000,594,5,AWD,D - Large,Sedan,630
Tesla,Model 3 Long Range RWD (Highland),201,75,4416,450,117,5.2,124,1000,594,5,RWD,D - Large,Sedan,641
Tesla,Model 3 Performance (Highland),262,75,4416,741,142,3.2,124,0,594,5,AWD,D - Large,Sedan,528
Tesla,Model 3 RWD (Highland CATL LFP64),201,60.5,0,420,116,6.1,110,1000,594,5,RWD,D - Large,Sedan,522
Tesla,Model S Dual Motor,250,95,7920,0,150,3.2,140,1600,709,5,AWD,F - Luxury,Liftback Sedan,633
Tesla,Model S Plaid,282,95,7920,0,158,2.3,140,1600,709,5,AWD,F - Luxury,Liftback Sedan,601
Tesla,Model X Dual Motor,250,95,7920,0,165,3.9,140,2250,425,7,AWD,JF - Luxury,SUV,576
Tesla,Model X Plaid,262,95,7920,0,180,2.7,140,2250,425,7,AWD,JF - Luxury,SUV,528
Tesla,Model Y Long Range AWD (Juniper),201,75,4416,493,132,4.8,124,1600,854,5,AWD,JD - Large,SUV,568
Tesla,Model Y Long Range RWD (Juniper),201,75,4416,450,121,5.6,124,1600,854,5,RWD,JD - Large,SUV,620
Tesla,Model Y RWD (Juniper),201,60.5,0,420,121,5.9,110,1600,854,5,RWD,JD - Large,SUV,500
Toyota,PROACE Verso L 75 kWh,130,68,324,260,204,13.3,79,1000,989,9,FWD,N - Passenger Van,Small Passenger Van,333
Toyota,PROACE Verso M 50 kWh,130,46.3,216,260,217,12.1,78,1000,603,9,FWD,N - Passenger Van,Small Passenger Van,213
Toyota,PROACE Verso M 75 kWh,130,68,324,260,202,13.3,79,1000,603,9,FWD,N - Passenger Van,Small Passenger Van,337
Toyota,Proace City Verso Electric L1 50 kWh,132,50,0,260,149,11.7,80,750,775,5,FWD,N - Passenger Van,Small Passenger Van,336
Toyota,Proace City Verso Electric L2 50 kWh,132,50,0,260,149,11.7,80,750,1050,7,FWD,N - Passenger Van,Small Passenger Van,336
Toyota,bZ4X AWD,160,64,96,336,154,6.9,100,750,452,5,AWD,JC - Medium,SUV,416
Toyota,bZ4X FWD,160,64,96,265,145,7.5,100,750,452,5,FWD,JC - Medium,SUV,441
VinFast,VF 8 Eco Extended Range,200,87.7,0,500,186,5.9,120,1800,376,5,AWD,JD - Large,SUV,472
VinFast,VF 8 Plus Extended Range,200,87.7,0,620,196,5.5,120,1800,376,5,AWD,JD - Large,SUV,447
Volkswagen,ID. Buzz LWB GTX,160,86,312,560,182,6.5,145,1600,1340,7,AWD,N - Passenger Van,Small Passenger Van,473
Volkswagen,ID. Buzz LWB Pro,160,86,312,560,190,7.9,145,1000,1340,7,RWD,N - Passenger Van,Small Passenger Van,453
Volkswagen,ID. Buzz NWB GTX,160,79,288,560,194,6.5,135,1800,1121,6,AWD,N - Passenger Van,Small Passenger Van,407
Volkswagen,ID. Buzz NWB Pro,160,79,288,560,187,7.6,135,1200,1121,6,RWD,N - Passenger Van,Small Passenger Van,422
Volkswagen,ID. Buzz NWB Pure,145,59,216,310,178,10.7,110,1000,1121,6,RWD,N - Passenger Van,Small Passenger Van,331
Volkswagen,ID.3 GTX,180,79,288,545,131,5.9,135,0,385,5,RWD,C - Medium,Hatchback,603
Volkswagen,ID.3 GTX Performance,200,79,288,545,131,5.6,135,0,385,5,RWD,C - Medium,Hatchback,603
Volkswagen,ID.3 Pro,160,59,216,310,136,7.6,110,0,385,5,RWD,C - Medium,Hatchback,434
Volkswagen,ID.3 Pro S,160,77,288,310,138,7.1,120,0,385,5,RWD,C - Medium,Hatchback,558
Volkswagen,ID.3 Pure,160,52,192,310,134,8.2,90,0,385,5,RWD,C - Medium,Hatchback,388
Volkswagen,ID.4 GTX,180,77,288,679,152,5.4,120,1200,543,5,AWD,JC - Medium,SUV,507
Volkswagen,ID.4 Pro,180,77,288,545,149,6.7,120,1000,543,5,RWD,JC - Medium,SUV,517
Volkswagen,ID.4 Pro 4MOTION,180,77,288,679,155,6.6,120,1200,543,5,AWD,JC - Medium,SUV,497
Volkswagen,ID.4 Pure,160,52,192,310,143,9,87,1000,543,5,RWD,JC - Medium,SUV,364
Volkswagen,ID.5 GTX,180,77,288,679,144,5.5,120,1200,549,5,AWD,JC - Medium,SUV,535
Volkswagen,ID.5 Pro,180,77,288,545,138,6.7,120,1000,549,5,RWD,JC - Medium,SUV,558
Volkswagen,ID.5 Pure,160,52,288,310,142,8.9,87,1000,549,5,RWD,JC - Medium,SUV,366
Volkswagen,ID.7 GTX,180,86,312,560,145,5.4,145,1200,532,5,AWD,E - Executive,Liftback Sedan,593
Volkswagen,ID.7 Pro,180,77,288,550,132,6.5,125,1000,532,5,RWD,E - Executive,Liftback Sedan,583
Volkswagen,ID.7 Pro S,180,86,312,550,133,6.6,145,1000,532,5,RWD,E - Executive,Liftback Sedan,647
Volkswagen,ID.7 Tourer GTX,180,86,312,560,147,5.5,145,1200,605,5,AWD,E - Executive,Station/Estate,585
Volkswagen,ID.7 Tourer Pro,180,77,288,550,146,6.6,125,1000,605,5,RWD,E - Executive,Station/Estate,527
Volkswagen,ID.7 Tourer Pro S,180,86,312,550,125,6.7,145,1000,605,5,RWD,E - Executive,Station/Estate,688
Volvo,EC40 Single Motor (MY26),180,67,0,420,151,7.3,110,1500,404,5,RWD,JC - Medium,SUV,444
Volvo,EC40 Single Motor ER (MY26),180,79,324,420,146,7.3,125,1500,404,5,RWD,JC - Medium,SUV,541
Volvo,EC40 Twin Motor (MY26),180,79,324,670,155,4.8,125,1800,404,5,AWD,JC - Medium,SUV,510
Volvo,EC40 Twin Motor Performance (MY26),180,79,324,670,155,4.6,125,1800,404,5,AWD,JC - Medium,SUV,510
Volvo,ES90 Single Motor (MY26),180,88,0,480,135,6.9,190,1600,446,5,RWD,F - Luxury,Liftback Sedan,652
Volvo,ES90 Twin Motor (MY26),180,102,0,670,146,5.5,225,2000,446,5,AWD,F - Luxury,Liftback Sedan,699
Volvo,ES90 Twin Motor Performance (MY26),180,102,0,870,146,4,225,2000,446,5,AWD,F - Luxury,Liftback Sedan,699
Volvo,EX30 Cross Country (MY26),180,65,0,543,152,3.7,114,1600,318,5,AWD,JB - Compact,SUV,428
Volvo,EX30 Single Motor (MY24-26),180,49,0,343,147,5.7,80,1000,318,5,RWD,JB - Compact,SUV,333
Volvo,EX30 Single Motor ER (MY24-26),180,65,0,343,138,5.3,113,1600,318,5,RWD,JB - Compact,SUV,471
Volvo,EX30 Twin Motor Performance (MY24-26),180,65,0,543,145,3.6,113,1600,318,5,AWD,JB - Compact,SUV,448
Volvo,EX40 Single Motor (MY26),180,67,0,420,154,7.3,110,1500,410,5,RWD,JC - Medium,SUV,435
Volvo,EX40 Single Motor ER (MY26),180,79,324,420,152,7.3,125,1500,410,5,RWD,JC - Medium,SUV,520
Volvo,EX40 Twin Motor (MY26),180,79,324,670,163,4.8,125,1800,410,5,AWD,JC - Medium,SUV,485
Volvo,EX40 Twin Motor Performance (MY26),180,79,324,670,163,4.6,125,1800,410,5,AWD,JC - Medium,SUV,485
Volvo,EX90 Single Motor (MY24-26),180,100,192,490,182,8.4,140,1200,310,7,RWD,JF - Luxury,SUV,549
Volvo,EX90 Twin Motor (MY24-26),180,107,204,770,188,5.9,150,2200,310,7,AWD,JF - Luxury,SUV,569
Volvo,EX90 Twin Motor Performance (MY24-26),180,107,204,910,188,4.9,150,2200,310,7,AWD,JF - Luxury,SUV,569
Voyah,Free 106 kWh,200,100,0,720,200,4.4,80,2000,550,5,AWD,JE - Executive,SUV,500
XPENG,G6 AWD Performance,200,87.5,0,660,159,4.1,180,1500,571,5,AWD,JD - Large,SUV,550
XPENG,G6 RWD Long Range,200,87.5,0,440,154,6.7,180,1500,571,5,RWD,JD - Large,SUV,568
XPENG,G6 RWD Standard Range,200,66,0,440,152,6.9,140,1500,571,5,RWD,JD - Large,SUV,434
XPENG,G9 AWD Performance,200,93.1,0,717,179,3.9,224,1500,660,5,AWD,JE - Executive,SUV,520
XPENG,G9 RWD Long Range,200,93.1,0,430,163,6.4,224,1500,660,5,RWD,JE - Executive,SUV,571
XPENG,G9 RWD Standard Range,200,75.8,0,430,165,6.4,170,1500,660,5,RWD,JE - Executive,SUV,459
